seqnames	start	end	width	strand	gene_id	name	hid	p	fdr	count	effectsize	count.pred	count.density	count.pred.density	eligible	p.neg	fdr.neg
chr18	64041555	64423601	382047	+	284294	LINC01924	17787	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr19	50808874	50818880	10007	+	284365	LINC01869	17808	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr19	51167328	51173524	6197	+	284367	SIGLEC17P	17810	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr19	53599628	53608451	8824	-	284379	LOC284379	17814	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr19	9621249	9647203	25955	+	284385	ZNF561-AS1	17817	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr19	29287011	29525752	238742	-	284395	LOC284395	17820	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr19	4769031	4785077	16047	+	284424	MIR7-3HG	17830	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr19	19757366	19776413	19048	-	284440	LINC00663	17836	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	31506285	31526444	20160	+	284551	LINC01226	17850	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	204032447	204041265	8819	-	284573	LINC00303	17852	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	205455929	205469024	13096	+	284577	LEMD1-DT	17854	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	868071	877234	9164	-	284593	FAM41C	17856	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	24200240	24211693	11454	+	284632	LINC02800	17862	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	182615254	182616629	1376	+	284648	LINC01686	17863	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	183460874	183471754	10881	-	284649	SMG7-AS1	17864	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	4412027	4424689	12663	+	284661	LINC01777	17867	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	170271395	170284277	12883	-	284688	LINC01142	17870	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	16687339	16720157	32819	-	284729	ESPNP	17875	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr20	48359884	48370636	10753	+	284749	LINC00494	17877	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr20	50292709	50315488	22780	+	284751	LINC01270	17878	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr20	60055853	60072956	17104	+	284756	C20orf197	17879	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr20	60087826	60653784	565959	+	284757	MIR646HG	17880	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr20	22371216	22453360	82145	-	284788	LOC284788	17882	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr20	25139652	25149372	9721	-	284798	LOC284798	17883	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr20	25985210	26086917	101708	+	284800	FAM182A	17884	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr20	26167817	26251536	83720	-	284801	MIR663AHG	17885	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr20	30377372	30399257	21886	+	284802	FRG1BP	17886	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr21	28048404	28137611	89208	+	284825	LINC01697	17888	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr21	41141493	41148198	6706	-	284835	LINC00323	17890	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr21	43805758	43812567	6810	-	284837	AATBC	17891	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr22	20198729	20204918	6190	-	284865	LOC284865	17892	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr22	27048144	27061247	13104	-	284898	LOC284898	17894	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr22	47630827	48023004	392178	+	284930	LOC284930	17897	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr22	48538900	48547387	8488	-	284933	LOC284933	17898	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	85815130	85825391	10262	+	284950	LOC284950	17901	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	104746638	104757719	11082	-	284998	LINC01114	17905	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	105600703	105610487	9785	-	285000	LOC285000	17906	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	30346623	30361010	14388	+	285043	LINC01936	17910	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	32825359	32946149	120791	+	285045	LINC00486	17911	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	87030675	87076429	45755	-	285074	LOC285074	17913	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	174326027	174330643	4617	+	285084	LINC01305	17914	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	242001209	242006013	4805	+	285097	LOC285097	17917	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	130129621	130139417	9797	+	285103	MED15P9	17918	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	161500885	161507705	6821	-	285116	AHCTF1P1	17919	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	11105317	11132821	27505	-	285150	FLJ33534	17923	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	240686334	240690414	4081	+	285191	LOC285191	17930	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	116709235	116717321	8087	+	285194	TUSC7	17932	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	107834586	107928907	94322	+	285205	LINC00636	17935	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	128463594	128472317	8724	+	285224	DNAJB8-AS1	17937	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	71943592	72279503	335912	-	285286	LINC00877	17945	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	25858525	25873748	15224	-	285326	LINC00692	17949	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	101712472	101713191	720	+	285359	PDCL3P4	17956	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	10759350	10764209	4860	-	285370	LINC00606	17960	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	13650696	13746638	95943	+	285375	LINC00620	17961	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	194005259	194071025	65767	-	285389	LINC02028	17965	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	62950430	63125062	174633	+	285401	LINC00698	17966	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	123539026	123962698	423673	+	285419	LINC01091	17968	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	108538190	108620460	82271	-	285456	RPL34-AS1	17973	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	6200733	6239937	39205	+	285484	LINC02495	17975	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	3576869	3590711	13843	+	285492	LINC00955	17977	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	177728757	178028971	300215	+	285501	LINC01098	17979	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	25160641	25201440	40800	+	285540	SEPSECS-AS1	17987	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	13526319	13534335	8017	-	285547	LINC01097	17988	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	3357264	3536094	178831	-	285577	LINC01019	17992	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	173578275	173585068	6794	+	285593	LOC285593	17995	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	86282460	86296463	14004	+	285622	NBPF22P	18002	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	159448556	159466291	17736	-	285627	LINC01845	18004	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	160931778	160938626	6849	-	285629	LINC02159	18005	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	109237120	109326369	89250	-	285638	LOC285638	18007	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	61610447	61793401	182955	+	285668	C5orf64	18011	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	17089296	17217047	127752	-	285696	BASP1-AS1	18016	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	102604220	102671765	67546	-	285708	LINC00491	18018	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	132954257	133107410	153154	+	285735	LINC00326	18019	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	143554325	143562031	7707	-	285740	PHACTR2-AS1	18020	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	113868013	113873351	5339	-	285758	MROCKI	18023	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	113904132	113921642	17511	+	285759	FLJ34503	18024	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	181466	205519	24054	-	285766	LOC285766	18026	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	958323	1101400	143078	-	285768	LINC01622	18027	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	170266669	170276762	10094	-	285804	LOC285804	18032	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	31053450	31059890	6441	+	285834	HCG22	18034	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	35733867	35736947	3081	-	285847	LOC285847	18035	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	43844878	43852317	7440	-	285857	LINC02537	18039	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr7	156432352	156640598	208247	-	285889	LOC285889	18043	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr7	65141032	65234216	93185	+	285905	INTS4P1	18044	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr7	66376044	66491616	115573	-	285908	LINC00174	18045	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr7	26637871	26647305	9435	+	285941	LINC02860	18046	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr7	44983023	44986961	3939	-	285958	SNHG15	18050	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr10	38383069	38402916	19848	-	285961	SEPTIN7P9	18051	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr7	150433654	150448140	14487	+	285972	LINC00996	18055	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr7	129055223	129057239	2017	+	286016	TPI1P2	18061	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr7	132648794	132728769	79976	+	286023	FLJ40288	18062	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	8228595	8244865	16271	+	286042	FAM86B3P	18063	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	143696154	143698413	2260	+	286076	BREA2	18068	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	1296034	1302607	6574	-	286083	LOC286083	18070	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	135234131	135299719	65589	+	286094	LINC01591	18071	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	144973589	145002895	29307	-	286101	ZNF252P	18073	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	144994886	144995540	655	+	286102	TMED10P1	18074	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	145002811	145006046	3236	+	286103	ZNF252P-AS1	18075	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	20973941	20995119	21179	+	286114	LINC02153	18076	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	143039209	143060684	21476	+	286122	C8orf31	18077	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	29920560	29953724	33165	+	286135	LINC02209	18080	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	38600661	38601200	540	-	286140	RNF5P1	18081	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	57261226	57266613	5388	+	286177	LOC286177	18085	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	57746149	57750199	4051	+	286178	LOC286178	18086	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	63769428	63813937	44510	+	286184	LINC01289	18088	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	65526738	65562781	36044	-	286186	LINC01299	18089	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr9	113113042	113119928	6887	+	286333	FAM225A	18103	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr9	90020654	90041499	20846	-	286370	MIR4290HG	18108	1	1	NA	NA	NA	NA	NA	0	NA	NA
chrX	39304956	39327362	22407	-	286442	LINC01281	18114	1	1	NA	NA	NA	NA	NA	0	NA	NA
chrX	131688779	131830862	142084	-	286467	FIRRE	18117	1	1	NA	NA	NA	NA	NA	0	NA	NA
chrX	14244382	14244928	547	+	286480	UBE2E4P	18118	1	1	NA	NA	NA	NA	NA	0	NA	NA
chrX	75740831	75746911	6081	-	286495	TTC3P1	18119	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	70067386	70085290	17905	+	286828	CSN1S2AP	18128	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr20	33193585	33210462	16878	+	317716	BPIFA4P	18138	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr17	41835685	41848384	12700	+	317719	KLHL10	18139	1	1	0	-Inf	3.84	0	0.00143	2683	0.18	1
chr7	130486042	130491033	4992	-	317751	MESTIT1	18141	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr14	93067452	93072152	4701	+	319085	ITPK1-AS1	18148	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr14	21397292	21397401	110	-	319103	SNORD8	18152	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr14	71398337	71398407	71	+	319139	SNORD56B	18153	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr19	6952500	6997872	45373	-	326342	ADGRE4P	18155	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr16	56643705	56644786	1082	+	326343	MT1DP	18156	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	149844498	149850937	6440	-	337873	H2BC20P	18163	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	121108210	121117257	9048	-	337875	H2BP1	18164	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr14	101405984	101408258	2275	-	338002	LINC00524	18188	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr14	106287674	106288828	1155	+	338004	LINC00226	18189	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	143875171	143904650	29480	-	338391	H2BP2	18201	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr15	25041918	25278409	236492	+	338429	SNORD109B	18203	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr15	25170723	25170804	82	+	338433	SNORD115-1	18204	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr7	155356985	155367934	10950	-	338436	BLACE	18205	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr10	45147394	45176925	29532	+	338579	ANKRD30BP3	18210	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr10	4655427	4682722	27296	+	338588	LINC00705	18211	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr11	33161657	33191598	29942	+	338739	CSTF3-DT	18227	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr12	89708959	89712590	3632	+	338758	ATP2B1-AS1	18230	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr12	131347470	131367555	20086	+	338797	LINC02370	18234	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr12	11548030	11590369	42340	+	338817	LINC01252	18238	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr13	68861284	68885325	24042	-	338862	LINC00550	18240	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr13	74434538	74557099	122562	+	338864	LINC00347	18241	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr15	82710471	82714029	3559	-	338963	LOC338963	18246	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr15	22664359	22686213	21855	+	339005	WHAMMP3	18247	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr16	88742767	88745748	2982	+	339059	LOC339059	18249	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr17	5772234	5930696	158463	+	339166	LOC339166	18254	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr17	18426861	18431848	4988	+	339241	KRT17P2	18265	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr17	20436337	20447249	10913	+	339256	NOS2P3	18266	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr17	21428263	21574517	146255	-	339263	LINC02693	18268	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr18	5237844	5290608	52765	+	339290	LINC00667	18270	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr18	76122968	76145259	22292	+	339298	LOC339298	18272	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	38209034	38214806	5773	-	339442	LINC01343	18285	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	32231658	32241620	9963	-	339483	MTMR9LP	18291	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	20360579	20431234	70656	-	339505	LINC01141	18296	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	243917402	244047317	129916	+	339529	LINC02774	18299	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	238476542	238486060	9519	-	339535	LINC01139	18300	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr20	39213777	39224748	10972	-	339568	LINC01734	18303	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr20	11234170	11301525	67356	-	339593	LOC339593	18304	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr21	24840550	25057746	217197	+	339622	LINC01692	18305	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr22	32376664	32384343	7680	+	339666	LOC339666	18307	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr22	47345569	47373541	27973	+	339685	LOC339685	18310	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	132352722	132353318	597	+	339742	FAM201B	18311	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	7922425	8278186	355762	-	339788	LINC00298	18319	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	7988683	8383819	395137	-	339789	LINC00299	18320	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	61141592	61144969	3378	-	339803	LOC339803	18321	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	64606975	64616556	9582	+	339807	LINC02579	18323	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	779840	868608	88769	-	339822	LINC01115	18324	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	18013226	18041603	28378	+	339862	LOC339862	18328	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	37381062	37440186	59125	+	339883	C3orf35	18330	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	157081667	157128595	46929	-	339894	LINC00880	18331	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	46829542	46834095	4554	-	339906	PRSS42P	18333	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	185162871	185191955	29085	+	339926	EHHADH-AS1	18334	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	188151206	188154057	2852	-	339929	LPP-AS2	18335	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	187304083	187309682	5600	-	339975	LOC339975	18339	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	54603211	54607131	3921	-	339978	LINC02260	18342	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	6687448	6690519	3072	-	339988	LINC002481	18344	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	157572490	157576154	3665	+	340017	LINC02433	18345	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	135236234	135248179	11946	-	340073	C5orf66-AS2	18350	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	135648584	135653935	5352	-	340074	SLC25A48-AS1	18351	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	73195314	73201973	6660	-	340090	LOC340090	18353	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	4987789	5070314	82526	+	340094	LINC01020	18354	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	24835280	24840583	5304	-	340107	LINC02239	18355	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	32947443	32962467	15025	+	340113	LINC02120	18356	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	29750729	29751148	420	-	340198	IFITM4P	18362	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	41208713	41217947	9235	-	340206	TREML3P	18365	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr7	38685346	38687037	1692	-	340286	FAM183BP	18371	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	12765849	12811478	45630	-	340357	LOC340357	18375	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr9	97075671	97081945	6275	-	340508	GAS2L1P2	18385	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr9	90462899	90583821	120923	-	340515	LINC01501	18387	1	1	NA	NA	NA	NA	NA	0	NA	NA
chrX	103687284	103691772	4489	+	340544	MORF4L2-AS1	18394	1	1	NA	NA	NA	NA	NA	0	NA	NA
chrX	134949549	134953382	3834	+	340581	LINC02243	18399	1	1	NA	NA	NA	NA	NA	0	NA	NA
chrX	15674932	15703724	28793	+	340591	CA5BP1	18400	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr10	22208814	22210021	1208	-	340900	EBLN1	18411	1	1	0	-Inf	1.03	0	9.37e-4	1101	0.47	1
chr11	123017638	123018661	1024	+	341056	LOC341056	18416	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr12	29412474	29497686	85213	-	341350	OVCH1	18423	1	1	0	-Inf	2.98	0	7.99e-4	3733	0.22	1
chr14	59919713	60063559	143847	+	341883	LRRC9	18435	1	1	0	-Inf	4.14	0	8.62e-4	4797	0.16	1
chr17	39027277	39053205	25929	+	342666	LRRC37A11P	18451	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	153793947	153796302	2356	+	343052	LOC343052	18469	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	119834870	119844514	9645	-	343505	NBPF7	18486	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	55282319	55284472	2154	+	344405	PRORSD1P	18499	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	107220744	107348464	127721	+	344595	DUBR	18502	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	15151833	15205959	54127	-	344875	COL6A4P1	18511	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	185959943	185980872	20930	+	344887	NMRAL2P	18512	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	40042917	40057199	14283	-	344967	LOC344967	18516	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	116616479	116632985	16507	+	345895	RSPH4A	18533	1	1	0	-Inf	2.9	0	0.00133	2174	0.23	1
chr9	81913437	81919926	6490	+	347127	SPATA31D5P	18548	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr15	24985100	24985166	67	+	347686	SNORD64	18569	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	232385750	232387457	1708	-	347694	ECEL1P2	18572	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr17	20408311	20447224	38914	+	347716	USP32P3	18573	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr12	132084283	132131639	47357	+	347918	EP400P1	18586	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr13	19008259	19026802	18544	+	348021	LINC00442	18588	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr17	20321164	20403557	82394	+	348254	CCDC144CP	18598	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr22	49414524	49657542	243019	-	348645	C22orf34	18604	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	13937273	14082811	145539	+	348825	TPRXL	18612	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr3	198053522	198080720	27199	-	348840	ANKRD18DP	18613	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	3915183	3955419	40237	-	348926	FAM86EP	18614	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr7	39733430	39793092	59663	+	349114	LINC00265	18620	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr7	103175133	103280410	105278	-	349152	DPY19L2P2	18623	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	29790954	29797811	6858	+	352962	HLA-V	18633	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	29871895	29873783	1889	-	352990	HCP5B	18634	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	99160514	99161645	1132	-	359806	PCNAP1	18674	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr8	140094894	140100543	5650	-	359809	PEG13	18675	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr4	21843341	21853188	9848	-	359822	KCNIP4-IT1	18676	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr7	55681074	55713252	32179	-	360132	FKBP9P1	18681	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	157128362	157128671	310	+	360155	CYCSP52	18682	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr17	50171514	50171936	423	-	373861	H1-9	18689	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr11	45771432	45772358	927	+	374387	LINC02716	18698	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr15	84507885	84516785	8901	-	374650	GOLGA6L5P	18710	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr15	101961603	101976543	14941	+	374666	WASH3P	18714	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr19	22615552	22623971	8420	-	374890	LINC01785	18728	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	77881348	77889539	8192	-	374987	NEXN-AS1	18742	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr22	21473000	21517533	44534	-	375133	PI4KAP2	18748	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	113588550	113599043	10494	+	375260	WASH2P	18753	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr2	176629572	176637931	8360	-	375295	LINC01116	18755	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr6	57919784	57930291	10508	-	375513	GUSBP4	18768	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr19	60951	71566	10616	-	375690	WASH5P	18777	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr9	63317067	63333091	16025	-	375719	AQP7P1	18779	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr10	122729429	122826448	97020	+	375940	DMBT1P1	18787	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr17	57045478	57046797	1320	+	376412	RNF126P1	18790	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr1	201520056	201520549	494	+	376693	RPS10P7	18792	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr22	30481311	30481911	601	-	376844	SDC4P	18793	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr14	49862550	49862849	300	-	378706	RN7SL2	18800	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr14	49853616	49853914	299	-	378707	RN7SL3	18801	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr7	130791264	131110176	318913	-	378805	LINC-PINT	18803	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr21	44999208	45004727	5520	-	378825	PICSAR	18805	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr21	21723293	21737319	14027	-	378828	LINC00317	18806	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr21	45419716	45425070	5355	-	378832	COL18A1-AS1	18807	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr14	101045157	101051795	6639	+	378881	MIR381HG	18808	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr11	65497688	65506469	8782	+	378938	MALAT1	18811	1	1	NA	NA	NA	NA	NA	0	NA	NA
chr5	55530156	55530701	546	-	379013	RNF138P1	18812	1	1	NA	NA	NA	NA	NA	0	NA	NA
